,state_name,state,congress,s_upper,s_lower,election_name,race_type,voter_power
397,Minnesota,27,NA,NA,92,State House District 92,State Leg (Lower),5
398,Minnesota,27,NA,NA,93,State House District 93,State Leg (Lower),16
399,Minnesota,27,NA,NA,94,State House District 94,State Leg (Lower),42
400,Minnesota,27,NA,NA,95,State House District 95,State Leg (Lower),48
401,Minnesota,27,NA,NA,96,State House District 96,State Leg (Lower),82
402,Minnesota,27,NA,NA,97,State House District 97,State Leg (Lower),13
403,Minnesota,27,NA,NA,98,State House District 98,State Leg (Lower),24
404,Minnesota,27,NA,NA,99,State House District 99,State Leg (Lower),7
405,Minnesota,27,NA,NA,100,State House District 100,State Leg (Lower),14
406,Minnesota,27,NA,NA,101,State House District 101,State Leg (Lower),3
407,Minnesota,27,NA,NA,102,State House District 102,State Leg (Lower),10
408,Minnesota,27,NA,NA,103,State House District 103,State Leg (Lower),15
409,Minnesota,27,NA,NA,104,State House District 104,State Leg (Lower),14
410,Minnesota,27,NA,NA,105,State House District 105,State Leg (Lower),26
411,Minnesota,27,NA,NA,106,State House District 106,State Leg (Lower),30
412,Minnesota,27,NA,NA,107,State House District 107,State Leg (Lower),84
413,Minnesota,27,NA,NA,108,State House District 108,State Leg (Lower),39
414,Minnesota,27,NA,NA,109,State House District 109,State Leg (Lower),64
415,Minnesota,27,NA,NA,110,State House District 110,State Leg (Lower),24
416,Minnesota,27,NA,NA,111,State House District 111,State Leg (Lower),23
417,Minnesota,27,NA,NA,112,State House District 112,State Leg (Lower),51
418,Minnesota,27,NA,NA,113,State House District 113,State Leg (Lower),28
419,Minnesota,27,NA,NA,114,State House District 114,State Leg (Lower),96
420,Minnesota,27,NA,NA,115,State House District 115,State Leg (Lower),54
421,Minnesota,27,NA,NA,116,State House District 116,State Leg (Lower),37
422,Minnesota,27,NA,NA,117,State House District 117,State Leg (Lower),1
423,Minnesota,27,NA,NA,118,State House District 118,State Leg (Lower),1
424,Minnesota,27,NA,NA,119,State House District 119,State Leg (Lower),1
425,Minnesota,27,NA,NA,120,State House District 120,State Leg (Lower),1
426,Minnesota,27,NA,NA,121,State House District 121,State Leg (Lower),1
427,Minnesota,27,NA,NA,122,State House District 122,State Leg (Lower),1
428,Minnesota,27,NA,NA,123,State House District 123,State Leg (Lower),1
429,Minnesota,27,NA,NA,124,State House District 124,State Leg (Lower),1
430,Minnesota,27,NA,NA,125,State House District 125,State Leg (Lower),1
431,Minnesota,27,NA,NA,126,State House District 126,State Leg (Lower),1
432,Minnesota,27,NA,NA,127,State House District 127,State Leg (Lower),1
433,Minnesota,27,NA,NA,128,State House District 128,State Leg (Lower),1
434,Minnesota,27,NA,NA,129,State House District 129,State Leg (Lower),1
435,Minnesota,27,NA,NA,130,State House District 130,State Leg (Lower),2
436,Minnesota,27,NA,NA,131,State House District 131,State Leg (Lower),1
437,Minnesota,27,NA,NA,132,State House District 132,State Leg (Lower),1
438,Minnesota,27,NA,NA,133,State House District 133,State Leg (Lower),2
439,Minnesota,27,NA,NA,134,State House District 134,State Leg (Lower),2
440,Nevada,32,NA,NA,1,State House District 1,State Leg (Lower),38
441,Nevada,32,NA,NA,2,State House District 2,State Leg (Lower),100
442,Nevada,32,NA,NA,3,State House District 3,State Leg (Lower),31
443,Nevada,32,NA,NA,4,State House District 4,State Leg (Lower),96
444,Nevada,32,NA,NA,5,State House District 5,State Leg (Lower),47
445,Nevada,32,NA,NA,6,State House District 6,State Leg (Lower),1
446,Nevada,32,NA,NA,7,State House District 7,State Leg (Lower),5
447,Nevada,32,NA,NA,8,State House District 8,State Leg (Lower),27
448,Nevada,32,NA,NA,9,State House District 9,State Leg (Lower),49
449,Nevada,32,NA,NA,10,State House District 10,State Leg (Lower),17
450,Nevada,32,NA,NA,11,State House District 11,State Leg (Lower),2
451,Nevada,32,NA,NA,12,State House District 12,State Leg (Lower),36
452,Nevada,32,NA,NA,13,State House District 13,State Leg (Lower),73
453,Nevada,32,NA,NA,14,State House District 14,State Leg (Lower),4
454,Nevada,32,NA,NA,15,State House District 15,State Leg (Lower),6
455,Nevada,32,NA,NA,16,State House District 16,State Leg (Lower),31
456,Nevada,32,NA,NA,17,State House District 17,State Leg (Lower),5
457,Nevada,32,NA,NA,18,State House District 18,State Leg (Lower),11
458,Nevada,32,NA,NA,19,State House District 19,State Leg (Lower),10
459,Nevada,32,NA,NA,20,State House District 20,State Leg (Lower),14
460,Nevada,32,NA,NA,21,State House District 21,State Leg (Lower),76
461,Nevada,32,NA,NA,22,State House District 22,State Leg (Lower),68
462,Nevada,32,NA,NA,23,State House District 23,State Leg (Lower),22
463,Nevada,32,NA,NA,24,State House District 24,State Leg (Lower),8
464,Nevada,32,NA,NA,25,State House District 25,State Leg (Lower),69
465,Nevada,32,NA,NA,26,State House District 26,State Leg (Lower),47
466,Nevada,32,NA,NA,27,State House District 27,State Leg (Lower),31
467,Nevada,32,NA,NA,28,State House District 28,State Leg (Lower),3
468,Nevada,32,NA,NA,29,State House District 29,State Leg (Lower),64
469,Nevada,32,NA,NA,30,State House District 30,State Leg (Lower),34
470,Nevada,32,NA,NA,31,State House District 31,State Leg (Lower),31
471,Nevada,32,NA,NA,32,State House District 32,State Leg (Lower),7
472,Nevada,32,NA,NA,33,State House District 33,State Leg (Lower),2
473,Nevada,32,NA,NA,34,State House District 34,State Leg (Lower),28
474,Nevada,32,NA,NA,35,State House District 35,State Leg (Lower),72
475,Nevada,32,NA,NA,36,State House District 36,State Leg (Lower),12
476,Nevada,32,NA,NA,37,State House District 37,State Leg (Lower),97
477,Nevada,32,NA,NA,38,State House District 38,State Leg (Lower),2
478,Nevada,32,NA,NA,39,State House District 39,State Leg (Lower),6
479,Nevada,32,NA,NA,40,State House District 40,State Leg (Lower),28
480,Nevada,32,NA,NA,41,State House District 41,State Leg (Lower),51
481,Nevada,32,NA,NA,42,State House District 42,State Leg (Lower),28
482,Pennsylvania,42,NA,NA,1,State House District 1,State Leg (Lower),6
483,Pennsylvania,42,NA,NA,2,State House District 2,State Leg (Lower),32
484,Pennsylvania,42,NA,NA,3,State House District 3,State Leg (Lower),89
485,Pennsylvania,42,NA,NA,4,State House District 4,State Leg (Lower),25
486,Pennsylvania,42,NA,NA,5,State House District 5,State Leg (Lower),14
487,Pennsylvania,42,NA,NA,6,State House District 6,State Leg (Lower),10
488,Pennsylvania,42,NA,NA,7,State House District 7,State Leg (Lower),83
489,Pennsylvania,42,NA,NA,8,State House District 8,State Leg (Lower),6
490,Pennsylvania,42,NA,NA,9,State House District 9,State Leg (Lower),33
491,Pennsylvania,42,NA,NA,10,State House District 10,State Leg (Lower),0
492,Pennsylvania,42,NA,NA,11,State House District 11,State Leg (Lower),8
493,Pennsylvania,42,NA,NA,12,State House District 12,State Leg (Lower),19
494,Pennsylvania,42,NA,NA,13,State House District 13,State Leg (Lower),91
495,Pennsylvania,42,NA,NA,14,State House District 14,State Leg (Lower),34
496,Pennsylvania,42,NA,NA,15,State House District 15,State Leg (Lower),17
497,Pennsylvania,42,NA,NA,16,State House District 16,State Leg (Lower),74
498,Pennsylvania,42,NA,NA,17,State House District 17,State Leg (Lower),4
499,Pennsylvania,42,NA,NA,18,State House District 18,State Leg (Lower),48
500,Pennsylvania,42,NA,NA,19,State House District 19,State Leg (Lower),1
501,Pennsylvania,42,NA,NA,20,State House District 20,State Leg (Lower),20
502,Pennsylvania,42,NA,NA,21,State House District 21,State Leg (Lower),10
503,Pennsylvania,42,NA,NA,22,State House District 22,State Leg (Lower),3
504,Pennsylvania,42,NA,NA,23,State House District 23,State Leg (Lower),1
505,Pennsylvania,42,NA,NA,24,State House District 24,State Leg (Lower),1
506,Pennsylvania,42,NA,NA,25,State House District 25,State Leg (Lower),40
507,Pennsylvania,42,NA,NA,26,State House District 26,State Leg (Lower),55
508,Pennsylvania,42,NA,NA,27,State House District 27,State Leg (Lower),11
509,Pennsylvania,42,NA,NA,28,State House District 28,State Leg (Lower),62
510,Pennsylvania,42,NA,NA,29,State House District 29,State Leg (Lower),41
511,Pennsylvania,42,NA,NA,30,State House District 30,State Leg (Lower),91
512,Pennsylvania,42,NA,NA,31,State House District 31,State Leg (Lower),34
513,Pennsylvania,42,NA,NA,32,State House District 32,State Leg (Lower),8
514,Pennsylvania,42,NA,NA,33,State House District 33,State Leg (Lower),61
515,Pennsylvania,42,NA,NA,34,State House District 34,State Leg (Lower),1
516,Pennsylvania,42,NA,NA,35,State House District 35,State Leg (Lower),10
517,Pennsylvania,42,NA,NA,36,State House District 36,State Leg (Lower),6
518,Pennsylvania,42,NA,NA,37,State House District 37,State Leg (Lower),8
519,Pennsylvania,42,NA,NA,38,State House District 38,State Leg (Lower),42
520,Pennsylvania,42,NA,NA,39,State House District 39,State Leg (Lower),61
521,Pennsylvania,42,NA,NA,40,State House District 40,State Leg (Lower),69
522,Pennsylvania,42,NA,NA,41,State House District 41,State Leg (Lower),87
523,Pennsylvania,42,NA,NA,42,State House District 42,State Leg (Lower),10
524,Pennsylvania,42,NA,NA,43,State House District 43,State Leg (Lower),6
525,Pennsylvania,42,NA,NA,44,State House District 44,State Leg (Lower),100
526,Pennsylvania,42,NA,NA,45,State House District 45,State Leg (Lower),46
527,Pennsylvania,42,NA,NA,46,State House District 46,State Leg (Lower),67
528,Pennsylvania,42,NA,NA,47,State House District 47,State Leg (Lower),25
529,Pennsylvania,42,NA,NA,48,State House District 48,State Leg (Lower),40
530,Pennsylvania,42,NA,NA,49,State House District 49,State Leg (Lower),4
531,Pennsylvania,42,NA,NA,50,State House District 50,State Leg (Lower),29
532,Pennsylvania,42,NA,NA,51,State House District 51,State Leg (Lower),33
533,Pennsylvania,42,NA,NA,52,State House District 52,State Leg (Lower),14
534,Pennsylvania,42,NA,NA,53,State House District 53,State Leg (Lower),32
535,Pennsylvania,42,NA,NA,54,State House District 54,State Leg (Lower),3
536,Pennsylvania,42,NA,NA,55,State House District 55,State Leg (Lower),27
537,Pennsylvania,42,NA,NA,56,State House District 56,State Leg (Lower),16
538,Pennsylvania,42,NA,NA,57,State House District 57,State Leg (Lower),25
539,Pennsylvania,42,NA,NA,58,State House District 58,State Leg (Lower),19
540,Pennsylvania,42,NA,NA,59,State House District 59,State Leg (Lower),10
541,Pennsylvania,42,NA,NA,60,State House District 60,State Leg (Lower),10
542,Pennsylvania,42,NA,NA,61,State House District 61,State Leg (Lower),21
543,Pennsylvania,42,NA,NA,62,State House District 62,State Leg (Lower),20
544,Pennsylvania,42,NA,NA,63,State House District 63,State Leg (Lower),3
545,Pennsylvania,42,NA,NA,64,State House District 64,State Leg (Lower),6
546,Pennsylvania,42,NA,NA,65,State House District 65,State Leg (Lower),5
547,Pennsylvania,42,NA,NA,66,State House District 66,State Leg (Lower),2
548,Pennsylvania,42,NA,NA,67,State House District 67,State Leg (Lower),2
549,Pennsylvania,42,NA,NA,68,State House District 68,State Leg (Lower),2
550,Pennsylvania,42,NA,NA,69,State House District 69,State Leg (Lower),2
551,Pennsylvania,42,NA,NA,70,State House District 70,State Leg (Lower),35
552,Pennsylvania,42,NA,NA,71,State House District 71,State Leg (Lower),7
553,Pennsylvania,42,NA,NA,72,State House District 72,State Leg (Lower),24
554,Pennsylvania,42,NA,NA,73,State House District 73,State Leg (Lower),4
555,Pennsylvania,42,NA,NA,74,State House District 74,State Leg (Lower),36
556,Pennsylvania,42,NA,NA,75,State House District 75,State Leg (Lower),4
557,Pennsylvania,42,NA,NA,76,State House District 76,State Leg (Lower),11
558,Pennsylvania,42,NA,NA,77,State House District 77,State Leg (Lower),26
559,Pennsylvania,42,NA,NA,78,State House District 78,State Leg (Lower),1
560,Pennsylvania,42,NA,NA,79,State House District 79,State Leg (Lower),9
561,Pennsylvania,42,NA,NA,80,State House District 80,State Leg (Lower),2
562,Pennsylvania,42,NA,NA,81,State House District 81,State Leg (Lower),3
563,Pennsylvania,42,NA,NA,82,State House District 82,State Leg (Lower),59
564,Pennsylvania,42,NA,NA,83,State House District 83,State Leg (Lower),14
565,Pennsylvania,42,NA,NA,84,State House District 84,State Leg (Lower),2
566,Pennsylvania,42,NA,NA,85,State House District 85,State Leg (Lower),5
567,Pennsylvania,42,NA,NA,86,State House District 86,State Leg (Lower),2
568,Pennsylvania,42,NA,NA,87,State House District 87,State Leg (Lower),30
569,Pennsylvania,42,NA,NA,88,State House District 88,State Leg (Lower),89
570,Pennsylvania,42,NA,NA,89,State House District 89,State Leg (Lower),7
571,Pennsylvania,42,NA,NA,90,State House District 90,State Leg (Lower),2
572,Pennsylvania,42,NA,NA,91,State House District 91,State Leg (Lower),11
573,Pennsylvania,42,NA,NA,92,State House District 92,State Leg (Lower),6
574,Pennsylvania,42,NA,NA,93,State House District 93,State Leg (Lower),10
575,Pennsylvania,42,NA,NA,94,State House District 94,State Leg (Lower),7
576,Pennsylvania,42,NA,NA,95,State House District 95,State Leg (Lower),7
577,Pennsylvania,42,NA,NA,96,State House District 96,State Leg (Lower),18
578,Pennsylvania,42,NA,NA,97,State House District 97,State Leg (Lower),21
579,Pennsylvania,42,NA,NA,98,State House District 98,State Leg (Lower),11
580,Pennsylvania,42,NA,NA,99,State House District 99,State Leg (Lower),4
581,Pennsylvania,42,NA,NA,100,State House District 100,State Leg (Lower),3
582,Pennsylvania,42,NA,NA,101,State House District 101,State Leg (Lower),25
583,Pennsylvania,42,NA,NA,102,State House District 102,State Leg (Lower),4
584,Pennsylvania,42,NA,NA,103,State House District 103,State Leg (Lower),11
585,Pennsylvania,42,NA,NA,104,State House District 104,State Leg (Lower),6
586,Pennsylvania,42,NA,NA,105,State House District 105,State Leg (Lower),12
587,Pennsylvania,42,NA,NA,106,State House District 106,State Leg (Lower),52
588,Pennsylvania,42,NA,NA,107,State House District 107,State Leg (Lower),4
589,Pennsylvania,42,NA,NA,108,State House District 108,State Leg (Lower),9
590,Pennsylvania,42,NA,NA,109,State House District 109,State Leg (Lower),13
591,Pennsylvania,42,NA,NA,110,State House District 110,State Leg (Lower),6
592,Pennsylvania,42,NA,NA,111,State House District 111,State Leg (Lower),6
593,Pennsylvania,42,NA,NA,112,State House District 112,State Leg (Lower),26
594,Pennsylvania,42,NA,NA,113,State House District 113,State Leg (Lower),19
595,Pennsylvania,42,NA,NA,114,State House District 114,State Leg (Lower),28
596,Pennsylvania,42,NA,NA,115,State House District 115,State Leg (Lower),29
597,Pennsylvania,42,NA,NA,116,State House District 116,State Leg (Lower),23
598,Pennsylvania,42,NA,NA,117,State House District 117,State Leg (Lower),6
599,Pennsylvania,42,NA,NA,118,State House District 118,State Leg (Lower),81
600,Pennsylvania,42,NA,NA,119,State House District 119,State Leg (Lower),84
601,Pennsylvania,42,NA,NA,120,State House District 120,State Leg (Lower),91
602,Pennsylvania,42,NA,NA,121,State House District 121,State Leg (Lower),50
603,Pennsylvania,42,NA,NA,122,State House District 122,State Leg (Lower),12
604,Pennsylvania,42,NA,NA,123,State House District 123,State Leg (Lower),17
605,Pennsylvania,42,NA,NA,124,State House District 124,State Leg (Lower),7
606,Pennsylvania,42,NA,NA,125,State House District 125,State Leg (Lower),12
607,Pennsylvania,42,NA,NA,126,State House District 126,State Leg (Lower),27
608,Pennsylvania,42,NA,NA,127,State House District 127,State Leg (Lower),4
609,Pennsylvania,42,NA,NA,128,State House District 128,State Leg (Lower),34
610,Pennsylvania,42,NA,NA,129,State House District 129,State Leg (Lower),18
611,Pennsylvania,42,NA,NA,130,State House District 130,State Leg (Lower),16
612,Pennsylvania,42,NA,NA,131,State House District 131,State Leg (Lower),60
613,Pennsylvania,42,NA,NA,132,State House District 132,State Leg (Lower),32
614,Pennsylvania,42,NA,NA,133,State House District 133,State Leg (Lower),28
615,Pennsylvania,42,NA,NA,134,State House District 134,State Leg (Lower),12
616,Pennsylvania,42,NA,NA,135,State House District 135,State Leg (Lower),8
617,Pennsylvania,42,NA,NA,136,State House District 136,State Leg (Lower),25
618,Pennsylvania,42,NA,NA,137,State House District 137,State Leg (Lower),100
619,Pennsylvania,42,NA,NA,138,State House District 138,State Leg (Lower),27
620,Pennsylvania,42,NA,NA,139,State House District 139,State Leg (Lower),10
621,Pennsylvania,42,NA,NA,140,State House District 140,State Leg (Lower),29
622,Pennsylvania,42,NA,NA,141,State House District 141,State Leg (Lower),21
623,Pennsylvania,42,NA,NA,142,State House District 142,State Leg (Lower),82
624,Pennsylvania,42,NA,NA,143,State House District 143,State Leg (Lower),86
625,Pennsylvania,42,NA,NA,144,State House District 144,State Leg (Lower),88
626,Pennsylvania,42,NA,NA,145,State House District 145,State Leg (Lower),44
627,Pennsylvania,42,NA,NA,146,State House District 146,State Leg (Lower),44
628,Pennsylvania,42,NA,NA,147,State House District 147,State Leg (Lower),59
629,Pennsylvania,42,NA,NA,148,State House District 148,State Leg (Lower),2
630,Pennsylvania,42,NA,NA,149,State House District 149,State Leg (Lower),4
631,Pennsylvania,42,NA,NA,150,State House District 150,State Leg (Lower),34
632,Pennsylvania,42,NA,NA,151,State House District 151,State Leg (Lower),14
633,Pennsylvania,42,NA,NA,152,State House District 152,State Leg (Lower),14
634,Pennsylvania,42,NA,NA,153,State House District 153,State Leg (Lower),5
635,Pennsylvania,42,NA,NA,154,State House District 154,State Leg (Lower),1
636,Pennsylvania,42,NA,NA,155,State House District 155,State Leg (Lower),40
637,Pennsylvania,42,NA,NA,156,State House District 156,State Leg (Lower),21
638,Pennsylvania,42,NA,NA,157,State House District 157,State Leg (Lower),21
639,Pennsylvania,42,NA,NA,158,State House District 158,State Leg (Lower),33
640,Pennsylvania,42,NA,NA,159,State House District 159,State Leg (Lower),3
641,Pennsylvania,42,NA,NA,160,State House District 160,State Leg (Lower),99
642,Pennsylvania,42,NA,NA,161,State House District 161,State Leg (Lower),33
643,Pennsylvania,42,NA,NA,162,State House District 162,State Leg (Lower),30
644,Pennsylvania,42,NA,NA,163,State House District 163,State Leg (Lower),17
645,Pennsylvania,42,NA,NA,164,State House District 164,State Leg (Lower),1
646,Pennsylvania,42,NA,NA,165,State House District 165,State Leg (Lower),26
647,Pennsylvania,42,NA,NA,166,State House District 166,State Leg (Lower),12
648,Pennsylvania,42,NA,NA,167,State House District 167,State Leg (Lower),25
649,Pennsylvania,42,NA,NA,168,State House District 168,State Leg (Lower),28
650,Pennsylvania,42,NA,NA,169,State House District 169,State Leg (Lower),7
651,Pennsylvania,42,NA,NA,170,State House District 170,State Leg (Lower),99
652,Pennsylvania,42,NA,NA,171,State House District 171,State Leg (Lower),6
653,Pennsylvania,42,NA,NA,172,State House District 172,State Leg (Lower),33
654,Pennsylvania,42,NA,NA,173,State House District 173,State Leg (Lower),22
655,Pennsylvania,42,NA,NA,174,State House District 174,State Leg (Lower),19
656,Pennsylvania,42,NA,NA,175,State House District 175,State Leg (Lower),1
657,Pennsylvania,42,NA,NA,176,State House District 176,State Leg (Lower),56
658,Pennsylvania,42,NA,NA,177,State House District 177,State Leg (Lower),4
659,Pennsylvania,42,NA,NA,178,State House District 178,State Leg (Lower),71
660,Pennsylvania,42,NA,NA,179,State House District 179,State Leg (Lower),1
661,Pennsylvania,42,NA,NA,180,State House District 180,State Leg (Lower),1
662,Pennsylvania,42,NA,NA,181,State House District 181,State Leg (Lower),0
663,Pennsylvania,42,NA,NA,182,State House District 182,State Leg (Lower),1
664,Pennsylvania,42,NA,NA,183,State House District 183,State Leg (Lower),24
665,Pennsylvania,42,NA,NA,184,State House District 184,State Leg (Lower),3
666,Pennsylvania,42,NA,NA,185,State House District 185,State Leg (Lower),2
667,Pennsylvania,42,NA,NA,186,State House District 186,State Leg (Lower),0
668,Pennsylvania,42,NA,NA,187,State House District 187,State Leg (Lower),61
669,Pennsylvania,42,NA,NA,188,State House District 188,State Leg (Lower),0
670,Pennsylvania,42,NA,NA,189,State House District 189,State Leg (Lower),29
671,Pennsylvania,42,NA,NA,190,State House District 190,State Leg (Lower),0
672,Pennsylvania,42,NA,NA,191,State House District 191,State Leg (Lower),0
673,Pennsylvania,42,NA,NA,192,State House District 192,State Leg (Lower),0
674,Pennsylvania,42,NA,NA,193,State House District 193,State Leg (Lower),6
675,Pennsylvania,42,NA,NA,194,State House District 194,State Leg (Lower),2
676,Pennsylvania,42,NA,NA,195,State House District 195,State Leg (Lower),0
677,Pennsylvania,42,NA,NA,196,State House District 196,State Leg (Lower),7
678,Pennsylvania,42,NA,NA,197,State House District 197,State Leg (Lower),0
679,Pennsylvania,42,NA,NA,198,State House District 198,State Leg (Lower),0
680,Pennsylvania,42,NA,NA,199,State House District 199,State Leg (Lower),28
681,Pennsylvania,42,NA,NA,200,State House District 200,State Leg (Lower),0
682,Pennsylvania,42,NA,NA,201,State House District 201,State Leg (Lower),0
683,Pennsylvania,42,NA,NA,202,State House District 202,State Leg (Lower),3
684,Pennsylvania,42,NA,NA,203,State House District 203,State Leg (Lower),1
685,Wisconsin,55,NA,NA,1,State House District 1,State Leg (Lower),44
686,Wisconsin,55,NA,NA,2,State House District 2,State Leg (Lower),17
687,Wisconsin,55,NA,NA,3,State House District 3,State Leg (Lower),14
688,Wisconsin,55,NA,NA,4,State House District 4,State Leg (Lower),11
689,Wisconsin,55,NA,NA,5,State House District 5,State Leg (Lower),20
690,Wisconsin,55,NA,NA,6,State House District 6,State Leg (Lower),9
691,Wisconsin,55,NA,NA,7,State House District 7,State Leg (Lower),35
692,Wisconsin,55,NA,NA,8,State House District 8,State Leg (Lower),1
693,Wisconsin,55,NA,NA,9,State House District 9,State Leg (Lower),3
694,Wisconsin,55,NA,NA,10,State House District 10,State Leg (Lower),1
695,Wisconsin,55,NA,NA,11,State House District 11,State Leg (Lower),1
696,Wisconsin,55,NA,NA,12,State House District 12,State Leg (Lower),2
697,Wisconsin,55,NA,NA,13,State House District 13,State Leg (Lower),99
698,Wisconsin,55,NA,NA,14,State House District 14,State Leg (Lower),86
699,Wisconsin,55,NA,NA,15,State House District 15,State Leg (Lower),12
700,Wisconsin,55,NA,NA,16,State House District 16,State Leg (Lower),1
701,Wisconsin,55,NA,NA,17,State House District 17,State Leg (Lower),1
702,Wisconsin,55,NA,NA,18,State House District 18,State Leg (Lower),1
703,Wisconsin,55,NA,NA,19,State House District 19,State Leg (Lower),2
704,Wisconsin,55,NA,NA,20,State House District 20,State Leg (Lower),25
705,Wisconsin,55,NA,NA,21,State House District 21,State Leg (Lower),98
706,Wisconsin,55,NA,NA,22,State House District 22,State Leg (Lower),18
707,Wisconsin,55,NA,NA,23,State House District 23,State Leg (Lower),33
708,Wisconsin,55,NA,NA,24,State House District 24,State Leg (Lower),12
709,Wisconsin,55,NA,NA,25,State House District 25,State Leg (Lower),40
710,Wisconsin,55,NA,NA,26,State House District 26,State Leg (Lower),95
711,Wisconsin,55,NA,NA,27,State House District 27,State Leg (Lower),8
712,Wisconsin,55,NA,NA,28,State House District 28,State Leg (Lower),16
713,Wisconsin,55,NA,NA,29,State House District 29,State Leg (Lower),30
714,Wisconsin,55,NA,NA,30,State House District 30,State Leg (Lower),91
715,Wisconsin,55,NA,NA,31,State House District 31,State Leg (Lower),17
716,Wisconsin,55,NA,NA,32,State House District 32,State Leg (Lower),12
717,Wisconsin,55,NA,NA,33,State House District 33,State Leg (Lower),8
718,Wisconsin,55,NA,NA,34,State House District 34,State Leg (Lower),23
719,Wisconsin,55,NA,NA,35,State House District 35,State Leg (Lower),14
720,Wisconsin,55,NA,NA,36,State House District 36,State Leg (Lower),9
721,Wisconsin,55,NA,NA,37,State House District 37,State Leg (Lower),18
722,Wisconsin,55,NA,NA,38,State House District 38,State Leg (Lower),10
723,Wisconsin,55,NA,NA,39,State House District 39,State Leg (Lower),10
724,Wisconsin,55,NA,NA,40,State House District 40,State Leg (Lower),44
725,Wisconsin,55,NA,NA,41,State House District 41,State Leg (Lower),80
726,Wisconsin,55,NA,NA,42,State House District 42,State Leg (Lower),23
727,Wisconsin,55,NA,NA,43,State House District 43,State Leg (Lower),47
728,Wisconsin,55,NA,NA,44,State House District 44,State Leg (Lower),19
729,Wisconsin,55,NA,NA,45,State House District 45,State Leg (Lower),25
730,Wisconsin,55,NA,NA,46,State House District 46,State Leg (Lower),48
731,Wisconsin,55,NA,NA,47,State House District 47,State Leg (Lower),3
732,Wisconsin,55,NA,NA,48,State House District 48,State Leg (Lower),6
733,Wisconsin,55,NA,NA,49,State House District 49,State Leg (Lower),92
734,Wisconsin,55,NA,NA,50,State House District 50,State Leg (Lower),21
735,Wisconsin,55,NA,NA,51,State House District 51,State Leg (Lower),35
736,Wisconsin,55,NA,NA,52,State House District 52,State Leg (Lower),60
737,Wisconsin,55,NA,NA,53,State House District 53,State Leg (Lower),97
738,Wisconsin,55,NA,NA,54,State House District 54,State Leg (Lower),61
739,Wisconsin,55,NA,NA,55,State House District 55,State Leg (Lower),25
740,Wisconsin,55,NA,NA,56,State House District 56,State Leg (Lower),10
741,Wisconsin,55,NA,NA,57,State House District 57,State Leg (Lower),9
742,Wisconsin,55,NA,NA,58,State House District 58,State Leg (Lower),3
743,Wisconsin,55,NA,NA,59,State House District 59,State Leg (Lower),2
744,Wisconsin,55,NA,NA,60,State House District 60,State Leg (Lower),42
745,Wisconsin,55,NA,NA,61,State House District 61,State Leg (Lower),87
746,Wisconsin,55,NA,NA,62,State House District 62,State Leg (Lower),14
747,Wisconsin,55,NA,NA,63,State House District 63,State Leg (Lower),25
748,Wisconsin,55,NA,NA,64,State House District 64,State Leg (Lower),31
749,Wisconsin,55,NA,NA,65,State House District 65,State Leg (Lower),34
750,Wisconsin,55,NA,NA,66,State House District 66,State Leg (Lower),43
751,Wisconsin,55,NA,NA,67,State House District 67,State Leg (Lower),21
752,Wisconsin,55,NA,NA,68,State House District 68,State Leg (Lower),9
753,Wisconsin,55,NA,NA,69,State House District 69,State Leg (Lower),7
754,Wisconsin,55,NA,NA,70,State House District 70,State Leg (Lower),37
755,Wisconsin,55,NA,NA,71,State House District 71,State Leg (Lower),55
756,Wisconsin,55,NA,NA,72,State House District 72,State Leg (Lower),31
757,Wisconsin,55,NA,NA,73,State House District 73,State Leg (Lower),14
758,Wisconsin,55,NA,NA,74,State House District 74,State Leg (Lower),42
759,Wisconsin,55,NA,NA,75,State House District 75,State Leg (Lower),14
760,Wisconsin,55,NA,NA,76,State House District 76,State Leg (Lower),1
761,Wisconsin,55,NA,NA,77,State House District 77,State Leg (Lower),1
762,Wisconsin,55,NA,NA,78,State House District 78,State Leg (Lower),1
763,Wisconsin,55,NA,NA,79,State House District 79,State Leg (Lower),1
764,Wisconsin,55,NA,NA,80,State House District 80,State Leg (Lower),3
765,Wisconsin,55,NA,NA,81,State House District 81,State Leg (Lower),5
766,Wisconsin,55,NA,NA,82,State House District 82,State Leg (Lower),34
767,Wisconsin,55,NA,NA,83,State House District 83,State Leg (Lower),11
768,Wisconsin,55,NA,NA,84,State House District 84,State Leg (Lower),3
769,Wisconsin,55,NA,NA,85,State House District 85,State Leg (Lower),97
770,Wisconsin,55,NA,NA,86,State House District 86,State Leg (Lower),15
771,Wisconsin,55,NA,NA,87,State House District 87,State Leg (Lower),17
772,Wisconsin,55,NA,NA,88,State House District 88,State Leg (Lower),88
773,Wisconsin,55,NA,NA,89,State House District 89,State Leg (Lower),100
774,Wisconsin,55,NA,NA,90,State House District 90,State Leg (Lower),49
775,Wisconsin,55,NA,NA,91,State House District 91,State Leg (Lower),69
776,Wisconsin,55,NA,NA,92,State House District 92,State Leg (Lower),100
777,Wisconsin,55,NA,NA,93,State House District 93,State Leg (Lower),52
778,Wisconsin,55,NA,NA,94,State House District 94,State Leg (Lower),99
779,Wisconsin,55,NA,NA,95,State House District 95,State Leg (Lower),44
780,Wisconsin,55,NA,NA,96,State House District 96,State Leg (Lower),36
781,Wisconsin,55,NA,NA,97,State House District 97,State Leg (Lower),4
