state_name,state,congress,s_upper,s_lower,race_type,election_name,voter_power,D_running,R_running,R_running_2,D_link,R_link,R_link_2,cook_rating
Nebraska,31,,42,,State Leg (Upper),State Senate District 42,0,,,,,,
Nebraska,31,,43,,State Leg (Upper),State Senate District 43,1,,,,,,
Nebraska,31,,44,,State Leg (Upper),State Senate District 44,0,,,,,,
Nebraska,31,,45,,State Leg (Upper),State Senate District 45,31,,,,,,
Nebraska,31,,46,,State Leg (Upper),State Senate District 46,0,,,,,,
Nebraska,31,,47,,State Leg (Upper),State Senate District 47,1,,,,,,
Nebraska,31,,48,,State Leg (Upper),State Senate District 48,0,,,,,,
Nebraska,31,,49,,State Leg (Upper),State Senate District 49,19,,,,,,
New Hampshire,33,,1,,State Leg (Upper),State Senate District 1,99,Rusty Talbot,David Rochefort,,https://www.rustytalbot.com/,https://rochefort4nh.com/,
New Hampshire,33,,2,,State Leg (Upper),State Senate District 2,98,Carlos Cardona,Timothy Lang Sr. (incumbent),,https://www.cardonafornh.com/,https://www.votetimlang.com/,
New Hampshire,33,,3,,State Leg (Upper),State Senate District 3,100,William Marsh,Mark McConkey,,https://marsh4senate.com/,https://mcconkeyfornewhampshire.com/,
New Hampshire,33,,4,,State Leg (Upper),State Senate District 4,16,,,,,,
New Hampshire,33,,5,,State Leg (Upper),State Senate District 5,3,,,,,,
New Hampshire,33,,6,,State Leg (Upper),State Senate District 6,75,John Ceskavich,James Gray (incumbent),,,https://www.jpgraynh.com/,
New Hampshire,33,,7,,State Leg (Upper),State Senate District 7,99,Stu Green,Dan Innis (incumbent),,https://www.stugreenfornh.com/,https://innisfornh.com/,
New Hampshire,33,,8,,State Leg (Upper),State Senate District 8,88,David Trumble,Ruth Ward (incumbent),,https://www.trumble4nh.com/,https://www.ruthwardsenate.com/,
New Hampshire,33,,9,,State Leg (Upper),State Senate District 9,98,Matthew McLaughlin,Denise Ricciardi (incumbent),,https://www.mattmclaughlinnh.com/,https://www.denisericciardi.org/,
New Hampshire,33,,10,,State Leg (Upper),State Senate District 10,7,,,,,,
New Hampshire,33,,11,,State Leg (Upper),State Senate District 11,83,Shannon Chandley (incumbent),Tim McGough,,https://www.shannonchandleyfornh.com/,https://votemcgough.org/,
New Hampshire,33,,12,,State Leg (Upper),State Senate District 12,88,Ben Ming,Kevin Avard (incumbent),,https://www.benmingnh.com/,http://www.senatoravard.com/,
New Hampshire,33,,13,,State Leg (Upper),State Senate District 13,18,,,,,,
New Hampshire,33,,14,,State Leg (Upper),State Senate District 14,74,,,,,,
New Hampshire,33,,15,,State Leg (Upper),State Senate District 15,8,,,,,,
New Hampshire,33,,16,,State Leg (Upper),State Senate District 16,92,,,,,,
New Hampshire,33,,17,,State Leg (Upper),State Senate District 17,78,Kelly Roberts,Howard Pearl (incumbent),,https://robertsfornhsenate.com/,https://www.pearlforsenate.com/,
New Hampshire,33,,18,,State Leg (Upper),State Senate District 18,91,Donna Soucy (incumbent),Victoria Sullivan,,https://www.soucyforsenate.com/,https://victoriasullivan4nh.com/,
New Hampshire,33,,19,,State Leg (Upper),State Senate District 19,68,,,,,,
New Hampshire,33,,20,,State Leg (Upper),State Senate District 20,29,,,,,,
New Hampshire,33,,21,,State Leg (Upper),State Senate District 21,4,,,,,,
New Hampshire,33,,22,,State Leg (Upper),State Senate District 22,47,,,,,,
New Hampshire,33,,23,,State Leg (Upper),State Senate District 23,57,,,,,,
New Hampshire,33,,24,,State Leg (Upper),State Senate District 24,29,,,,,,
Pennsylvania,42,,1,,State Leg (Upper),State Senate District 1,1,,,,,,
Pennsylvania,42,,2,,State Leg (Upper),State Senate District 2,0,,,,,,
Pennsylvania,42,,3,,State Leg (Upper),State Senate District 3,0,,,,,,
Pennsylvania,42,,4,,State Leg (Upper),State Senate District 4,0,,,,,,
Pennsylvania,42,,5,,State Leg (Upper),State Senate District 5,33,,,,,,
Pennsylvania,42,,6,,State Leg (Upper),State Senate District 6,0,,,,,,
Pennsylvania,42,,7,,State Leg (Upper),State Senate District 7,1,,,,,,
Pennsylvania,42,,8,,State Leg (Upper),State Senate District 8,0,,,,,,
Pennsylvania,42,,9,,State Leg (Upper),State Senate District 9,29,,,,,,
Pennsylvania,42,,10,,State Leg (Upper),State Senate District 10,0,,,,,,
Pennsylvania,42,,11,,State Leg (Upper),State Senate District 11,46,,,,,,
Pennsylvania,42,,12,,State Leg (Upper),State Senate District 12,0,,,,,,
Pennsylvania,42,,13,,State Leg (Upper),State Senate District 13,59,Trex Proffitt,Scott Martin (incumbent),,https://www.trexforsenate.com/,https://electiondeniers.org/,
Pennsylvania,42,,14,,State Leg (Upper),State Senate District 14,0,,,,,,
Pennsylvania,42,,15,,State Leg (Upper),State Senate District 15,36,,,,,,
Pennsylvania,42,,16,,State Leg (Upper),State Senate District 16,0,,,,,,
Pennsylvania,42,,17,,State Leg (Upper),State Senate District 17,4,,,,,,
Pennsylvania,42,,18,,State Leg (Upper),State Senate District 18,0,,,,,,
Pennsylvania,42,,19,,State Leg (Upper),State Senate District 19,26,,,,,,
Pennsylvania,42,,20,,State Leg (Upper),State Senate District 20,0,,,,,,
Pennsylvania,42,,21,,State Leg (Upper),State Senate District 21,6,,,,,,
Pennsylvania,42,,22,,State Leg (Upper),State Senate District 22,0,,,,,,
Pennsylvania,42,,23,,State Leg (Upper),State Senate District 23,4,,,,,,
Pennsylvania,42,,24,,State Leg (Upper),State Senate District 24,0,,,,,,
Pennsylvania,42,,25,,State Leg (Upper),State Senate District 25,16,,,,,,
Pennsylvania,42,,26,,State Leg (Upper),State Senate District 26,0,,,,,,
Pennsylvania,42,,27,,State Leg (Upper),State Senate District 27,8,,,,,,
Pennsylvania,42,,28,,State Leg (Upper),State Senate District 28,0,,,,,,
Pennsylvania,42,,29,,State Leg (Upper),State Senate District 29,10,,,,,,
Pennsylvania,42,,30,,State Leg (Upper),State Senate District 30,0,,,,,,
Pennsylvania,42,,31,,State Leg (Upper),State Senate District 31,45,,,,,,
Pennsylvania,42,,32,,State Leg (Upper),State Senate District 32,0,,,,,,
Pennsylvania,42,,33,,State Leg (Upper),State Senate District 33,5,,,,,,
